pais,fecha,anio,nota_no,fuente,url_pagina,url_pdf,decreto,tipo,base_legal,causa,plazo_dias,alcance,derechos,ocr_chars
El Salvador,2024-01-17,2024,MPOEA - OEA-007/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_007-2024.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",14207
Perú,2024-01-18,2024,7-5-M/011 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-137-2024.pdf,DECRETO SUPREMO N* 076-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",14346
Perú,2024-01-31,2024,7-5-M/021 y Nota No. 7-5-M/022 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-140-2024.pdf,Decreto Supremo N* 078-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16099
Perú,2024-02-01,2024,7-5-M/024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-139-2024.pdf,Decreto Supremo N* 079-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15790
Chile,2024-02-06,2024,18-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_69-24.pdf,,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según fu",6395
Perú,2024-02-07,2024,7-5-M/030,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-141-2024.pdf,DECRETO SUPREMO N* 081-2024,estado de emergencia,Art. 2 Constitución,,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",21357
Perú,2024-02-14,2024,7-5-M/033 y Nota No. 7-5-M/034 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-148-2024.pdf,Decreto Legislativo N* 1095,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15803
El Salvador,2024-02-22,2024,MPOEA - OEA-024/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_024-2024.pdf,Decreto Legislativo No.333,régimen de excepción,,seguridad/crimen; seguridad estado,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",9784
Perú,2024-03-06,2024,7-5-M/044 y Nota No. 7-5-M/045 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-147-2024.pdf,Decreto Supremo N* 019-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16563
Chile,2024-03-07,2024,69-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_110-24.pdf,,estado de excepción,Art. 41 Constitución,,30,"subnacional: Marga Marga y Valparaiso de la Región de Valparaíso por un término de 30 días, es","Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según fu",5109
Ecuador,2024-03-08,2024,4-2-051/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-051-2024.pdf,Decreto Ejecutivo N* 193,estado de excepción,Art. 3 Constitución,seguridad/crimen; orden público,,nacional,"Internacional, y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecu",10643
El Salvador,2024-03-19,2024,MPOEA - OEA-038/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_038-2024.pdf,Decreto Legislativo No.333,régimen de excepción,,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",9735
Perú,2024-04-04,2024,7-5-M/064,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-146-2024.pdf,Decreto Supremo N* 083-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15009
Perú,2024-04-16,2024,7-5-M/074,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-145-2024.pdf,Decreto Supremo N* 086-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23684
Perú,2024-04-18,2024,7-5-M/077,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-164-2024.pdf,DECRETO DE URGENCIA N* 027-2009,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",22601
Ecuador,2024-04-22,2024,4-2-090/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-090-2024.pdf,Decreto Ejecutivo N* 229,estado de excepción,Art. 141 Constitución,orden público,,nacional,"Internacional, y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Interamericana de Derechos Humanos, informa que el Gobierno de",8878
El Salvador,2024-04-24,2024,MPOEA - OEA-065/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_065-2024.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",13839
Ecuador,2024-05-02,2024,4-2-098/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-098-2024.pdf,Decreto Ejecutivo N* 250,estado de excepción,Art. 3 Constitución,seguridad/crimen; seguridad estado,,nacional,"Internacional - y en cumplimiento"" con lo establecido en el artículo 27, inciso 3, de la Convención Interamericana de Derechos Humanos, informa que el Gobierno",14268
Perú,2024-05-03,2024,7-5-M/089 y Nota No. 7-5-M/090 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-169-2024.pdf,Decreto Supremo N*003-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15804
Chile,2024-05-03,2024,109-24 y Nota No. 110-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_109-24.pdf,decreto supremo N*189,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, informa lo siguiente: Según fuera informado",5851
El Salvador,2024-05-20,2024,MPOEA - OEA-075/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_075-2024.pdf,Decreto Legislativo No.333,régimen de excepción,,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",8945
Ecuador,2024-05-23,2024,4-2-104/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-104-2024.pdf,Decreto Ejecutivo No 275,estado de excepción,Art. 165 Constitución,seguridad/crimen; orden público; seguridad estado,,"subnacional: Guayas, El Oro, Santa Elena, Manabí, Sucumbios, Orellana, Los Ríos y en el","Internacional, y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Interamericana de Derechos Humanos, informa que el Gobierno de",8952
Perú,2024-06-03,2024,7-5-M/103 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-172-2024.pdf,Decreto Supremo N* 091-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16372
Perú,2024-06-05,2024,7-5-M/105 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-171-2024.pdf,Decreto Legislativo N* 1186,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23957
Perú,2024-06-06,2024,7-5-M/106 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-170-2024.pdf,Decreto Supremo N* 093-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15734
Perú,2024-06-11,2024,7-5-M/111,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-183-2024.pdf,Decreto Legislativo N 1186,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",21125
El Salvador,2024-06-25,2024,MPOEA - OEA-102/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_102-2024.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",8152
Ecuador,2024-07-03,2024,4-2-130/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-130-2024.pdf,Decreto Ejecutivo No 318,estado de excepción,Art. 3 Constitución,desastre/salud; seguridad/crimen; orden público,,nacional,"Internacional, y en cumplimiento con lo establecido en el artículo 27, Inciso 3, de la Convención Interamericana de Derechos Humanos, informa que el Gobierno de",11383
Chile,2024-07-08,2024,160-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_160-24.pdf,decreto supremo N*189,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según fu",5721
Perú,2024-07-09,2024,7-5-M/125 y Nota No. 7-5-M/126 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-185-2024.pdf,Decreto Supremo N* 101-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen; seguridad estado,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23315
Perú,2024-07-15,2024,7-5-M/127,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-190-2024.pdf,DECRETO SUPREMO N* 103-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",16090
El Salvador,2024-07-19,2024,MPOEA - OEA-124/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_124-2024.pdf,Decreto Legislativo No.333,régimen de excepción,,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",8392
Perú,2024-08-01,2024,7-5-M/137 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-196-2024.pdf,Decreto Supremo N* 107-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",17007
Perú,2024-08-02,2024,7-5-M/139 y Nota No. 7-5-M/140 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-195-2024.pdf,Decreto Supremo N* 106-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",21478
Perú,2024-08-06,2024,7-5-M/141 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-194-2024.pdf,Decreto Supremo N* 108-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16821
Perú,2024-08-12,2024,7-5-M/145,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-193-2024.pdf,DECRETO SUPREMO N* 109-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15883
Ecuador,2024-08-12,2024,4-2-160/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-160-2024.pdf,Decreto Ejecutivo N* 318,estado de excepción,Art. 3 Constitución,desastre/salud; seguridad/crimen; orden público,,nacional,"Internacional, y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Interamericana de Derechos Humanos, informa que el Gobierno de",12029
El Salvador,2024-08-20,2024,MPOEA - OEA-138/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_138-2024.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11034
Perú,2024-09-03,2024,7-5-M/164 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-206-2024.pdf,Decreto Supremo N* 115-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15739
