pais,pais_en,fecha,anio,tipo_evento,regimen,regimen_origen,cn_ref,url_pdf,fuente,texto,snippet
Perú,Peru,2024-08-21,2024,extensión,estado de emergencia,directo,C.N.330.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.330.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 070-2024-PCM in the province of Virú of the department of La Libertad, for a period of thirty (30) calendar days starting on 12 August 2024 through Supreme Decree No. 085-2024-PCM. (See C.N.330.2024 .TREATIES-IV.4 of 23 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
Perú,Peru,2024-08-21,2024,extensión,estado de emergencia,directo,C.N.329.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.329.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency in the districts and provinces of the departments of Ayacucho, Huancavelica, Cusco and Junín, for a period of sixty (60) calendar days from 4 August to 2 October 2024 through Supreme Decree No. 081-2024-PCM. (See C.N.329.2024 .TREATIES-IV.4 of 23 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency in the districts and provi"
Perú,Peru,2024-08-21,2024,extensión,estado de emergencia,directo,C.N.328.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.328.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 008-2024-PCM in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), including the five hundred (500) metres adjacent to either side of the road corridor, for a period of thirty (30) calendar days starting on 3 August 2024 through Supreme Decree No. 078-2024-PCM. (See C.N.328.2024 .TREATIES-IV.4 of 23 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
Perú,Peru,2024-08-21,2024,extensión,estado de emergencia,directo,C.N.327.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.327.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 067-2024-PCM in the province of San Román of the department of Puno, for a period of thirty (30) calendar days starting on 5 August 2024 through Supreme Decree No. 079-2024-PCM. (See C.N.327.2024 .TREATIES-IV.4 of 23 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
Ecuador,Ecuador,2024-09-03,2024,extensión,estado de emergencia,directo,C.N.350.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.350.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 3 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency by Executive Decree No. 377 for an additional 30 days beginning on 30 August 2024. (See depositary notification C.N.350.2024 .TREATIES-IV.4 of 11 September 2024 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 3 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency by Executive Decree N"
Ecuador,Ecuador,2024-09-18,2024,declaración,estado de emergencia,heredado,C.N.359.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.359.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 18 September 2024, made under article 4 (3) of the above Covenant, regarding the issuance and entry into force of Executive Decree No. 392 of 17 September 2024 suspending the right to liberty of movement from 10:00 p.m. on 18 September 2024 until 6:00 a.m. on 19 September 2024 in all cantons and parishes of the Provinces of Guayas, Los Ríos, Manabí, Orellana, Santa Elena, El Oro and in the Camilo Ponce Enríquez Canton of Azuay Province. (See depositary notification C.N.359.2024 .TREATIES-IV.4 of 23 September 2024 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 18 September 2024, made under article 4 (3) of the above Covenant, regarding the issuance and entry into force of Executive Decree No. 39"
Perú,Peru,2024-09-19,2024,extensión,estado de emergencia,directo,C.N.357.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.357.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 19 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 018-2024-PCM in the province of Pataz of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 September 2024 through Supreme Decree No. 091-2024-PCM. (See C.N.357.2024 .TREATIES-IV.4 of 20 September 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 19 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Dec"
Perú,Peru,2024-09-19,2024,extensión,estado de emergencia,directo,C.N.356.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.356.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 19 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 070-2024-PCM in the province of Virú of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 September 2024 through Supreme Decree No. 092-2024-PCM. (See C.N.356.2024 .TREATIES-IV.4 of 20 September 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 19 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Dec"
Perú,Peru,2024-09-19,2024,extensión,estado de emergencia,directo,C.N.355.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.355.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 17 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 019-2024-PCM in the province of Trujillo of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 September 2024 through Supreme Decree No. 093-2024-PCM. (See C.N.355.2024 .TREATIES-IV.4 of 20 September 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 17 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Dec"
Ecuador,Ecuador,2024-10-03,2024,declaración,estado de emergencia,directo,C.N.425.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.425.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 3 October 2024, made under article 4 (3) of the above Covenant, regarding the issuance and entry into force of Executive Decree No. 410 of 3 October 2024 declaring a state of emergency in the Provinces of Guayas, Los Ríos, Manabí, Orellana, Santa Elena and El Oro, as well as in the Metropolitan District of Quito in Pichincha Province and Camilo Ponce Enríquez Canton in Azuay Province, for a period of 60 days beginning on 3 October 2024. (See depositary notification C.N.425.2024 .TREATIES-IV.4 of 9 October 2024 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 3 October 2024, made under article 4 (3) of the above Covenant, regarding the issuance and entry into force of Executive Decree No. 410 o"
Perú,Peru,2024-10-07,2024,extensión,estado de emergencia,directo,C.N.429.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.429.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 046-2023-PCM in the districts of Tambopata, Inambari, Las Piedras and Laberinto in the province of Tambopata; and in the districts of Madre de Dios and Huepetuhe in the province of Manu in the department of Madre de Dios, for a period of sixty (60) calendar days starting on 28 September 2024 through Supreme Decree No. 101-2024-PCM. (See C.N.429.2024 .TREATIES-IV.4 of 9 October 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
Perú,Peru,2024-10-07,2024,extensión,estado de emergencia,directo,C.N.430.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.430.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 008-2023-PCM in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), for a period of thirty (30) calendar days starting on 2 October 2024 through Supreme Decree No. 103-2024-PCM. (See C.N.430.2024 .TREATIES-IV.4 of 9 October 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
Perú,Peru,2024-10-07,2024,declaración,estado de emergencia,directo,C.N.433.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.433.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, for a period of sixty (60) days, from 28 September 2024 in the Districts of Ate, Ancón, Carabayllo, Comas, Independencia, Los Olivos, Lurigancho-Chosica, Puente Piedra, Rímac, San Martin de Porres, San Juan de Lurigancho, Santa Rosa and Villa El Salvador in the Province of Lima in the Department of Lima, as well as in the District of Ventanilla in the Constitutional Province of Callao by Supreme Decree No. 100-2024-PCM. (See C.N.433.2024 .TREATIES-IV.4 of 14 October 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, for a period of sixty (60"
